home_ownership,annual_inc,loan_status,dti,fico_range_low
1,37000.0,1,34.09,740.0
0,50000.0,1,19.13,675.0
1,60000.0,1,15.38,670.0
0,68000.0,1,34.47,675.0
1,54000.0,1,23.04,670.0
0,155000.0,1,8.36,720.0
0,56000.0,1,29.58,700.0
1,55000.0,1,18.25,665.0
0,48000.0,1,18.0,665.0
1,72000.0,0,15.82,680.0
1,80000.0,0,27.59,675.0
1,96000.0,1,21.73,660.0
1,45750.0,1,22.69,695.0
1,79000.0,0,21.05,740.0
0,165000.0,1,3.83,700.0
1,40000.0,1,20.67,670.0
1,40000.0,0,24.99,710.0
1,151000.0,1,20.27,805.0
0,39000.0,1,25.23,680.0
1,34000.0,1,22.63,715.0
0,40000.0,1,31.95,700.0
1,129780.0,1,7.45,660.0
0,95750.0,1,8.25,665.0
0,41000.0,1,25.97,700.0
0,270000.0,1,12.59,665.0
1,80000.0,0,12.9,680.0
0,66000.0,0,14.67,715.0
1,32000.0,0,22.43,680.0
0,56000.0,1,25.51,670.0
1,60000.0,1,21.28,665.0
0,28160.5,1,18.07,700.0
1,60000.0,1,17.04,675.0
1,53160.0,1,30.95,660.0
1,85000.0,1,11.55,675.0
1,26000.0,0,29.32,665.0
1,52000.0,1,20.7,680.0
0,30000.0,1,15.88,685.0
1,150000.0,1,17.63,680.0
1,82000.0,1,15.89,665.0
1,65000.0,1,16.25,735.0
1,215000.0,1,17.78,675.0
0,100000.0,1,23.9,660.0
1,86000.0,1,15.17,670.0
1,95000.0,1,21.69,710.0
1,280000.0,1,7.98,710.0
1,43000.0,1,31.43,690.0
1,199512.0,1,23.18,710.0
1,67000.0,1,17.34,715.0
0,26652.0,0,23.41,735.0
0,25000.0,0,13.73,670.0
0,95000.0,1,33.66,670.0
0,36000.0,0,17.37,695.0
1,40000.0,1,15.69,700.0
1,30000.0,1,15.88,725.0
0,62000.0,1,15.06,670.0
0,55000.0,0,28.19,685.0
0,71000.0,1,16.88,720.0
0,70000.0,1,17.42,680.0
0,55000.0,1,16.67,675.0
1,76000.0,1,16.01,680.0
1,93000.0,1,13.91,665.0
0,65000.0,0,21.88,670.0
0,45000.0,1,17.97,695.0
1,126000.0,1,27.14,720.0
0,30000.0,0,9.28,730.0
0,70000.0,1,29.21,680.0
0,50000.0,1,5.64,665.0
1,59000.0,1,14.67,675.0
0,21000.0,1,16.4,710.0
1,50000.0,1,15.16,690.0
1,90000.0,1,5.29,705.0
0,30000.0,1,12.76,670.0
1,65000.0,1,30.85,675.0
1,78000.0,1,22.25,705.0
1,153200.0,0,30.68,730.0
0,63000.0,1,30.02,675.0
1,136000.0,1,21.35,665.0
1,68640.0,1,9.28,735.0
1,58458.0,1,24.25,665.0
0,75000.0,0,23.57,710.0
1,66000.0,1,29.29,665.0
1,128000.0,1,20.98,685.0
1,69788.0,1,22.94,680.0
0,30000.0,1,24.64,670.0
1,55000.0,0,16.45,700.0
0,49000.0,1,12.76,710.0
1,150000.0,1,1.6,725.0
1,135000.0,1,14.93,695.0
1,55000.0,1,21.47,740.0
1,36000.0,1,33.43,685.0
0,95000.0,1,18.43,720.0
1,35000.0,1,19.68,675.0
1,30000.0,1,7.47,780.0
1,60000.0,1,8.86,690.0
0,52000.0,1,34.8,695.0
0,80000.0,1,8.85,660.0
1,82000.0,1,10.35,725.0
1,95000.0,1,15.37,690.0
1,130000.0,1,15.03,660.0
1,98400.0,1,12.93,755.0
1,42000.0,1,16.63,680.0
0,42000.0,1,17.57,670.0
0,89600.0,0,22.92,660.0
1,65000.0,1,14.69,720.0
0,153000.0,1,1.3,700.0
1,85000.0,1,27.71,660.0
0,55000.0,0,39.43,680.0
0,86000.0,1,20.23,665.0
0,28750.0,0,29.27,685.0
1,64800.0,0,29.23,705.0
0,30625.0,1,13.09,665.0
0,23000.0,0,29.85,665.0
1,41000.0,1,26.76,660.0
1,42000.0,1,22.11,735.0
0,50000.0,1,10.15,725.0
1,55000.0,1,14.18,710.0
0,62000.0,1,7.57,685.0
1,61200.0,1,19.43,695.0
1,155000.0,1,7.66,660.0
0,45350.0,1,21.14,705.0
0,55000.0,1,22.93,660.0
0,112000.0,1,18.59,690.0
1,65800.0,1,8.91,670.0
1,58000.0,1,7.18,710.0
0,60000.0,1,20.28,670.0
1,82000.0,1,19.01,710.0
0,54264.0,1,14.77,710.0
0,78000.0,1,22.18,695.0
1,114000.0,1,11.06,690.0
1,95000.0,1,14.46,700.0
1,54000.0,1,20.89,685.0
1,36000.0,1,20.23,705.0
0,57000.0,1,11.66,680.0
0,94000.0,1,23.22,665.0
0,15000.0,1,38.88,705.0
0,60210.0,1,23.9,765.0
1,98000.0,1,8.63,725.0
0,83000.0,1,20.65,730.0
0,15915.0,1,20.51,685.0
1,40000.0,1,28.17,680.0
1,58000.0,1,14.21,690.0
1,72399.0,1,13.99,670.0
0,64500.0,1,8.89,735.0
1,34320.0,1,11.71,675.0
0,500000.0,0,0.95,695.0
1,40000.0,1,29.01,670.0
1,70000.0,1,17.5,775.0
0,250000.0,1,22.5,745.0
1,29000.0,1,10.76,725.0
1,64000.0,1,28.33,805.0
0,132000.0,1,14.02,790.0
1,36000.0,1,28.1,675.0
0,65395.0,1,19.69,715.0
1,89250.0,1,8.96,695.0
0,34000.0,0,13.31,680.0
0,55000.0,0,20.75,675.0
1,55000.0,1,29.74,690.0
1,74000.0,0,18.12,680.0
1,220000.0,1,4.93,715.0
1,24000.0,1,18.85,700.0
0,25000.0,1,26.93,660.0
1,58000.0,1,24.44,670.0
1,100000.0,1,18.48,750.0
1,35000.0,1,12.76,710.0
1,60000.0,0,18.54,675.0
1,117000.0,1,15.55,790.0
1,22880.0,1,14.48,660.0
1,176000.0,1,18.75,750.0
1,76124.0,1,19.74,700.0
1,75000.0,1,8.77,670.0
1,18200.0,1,21.23,660.0
1,88750.0,1,18.66,680.0
1,80000.0,1,15.12,670.0
1,76000.0,1,12.9,670.0
0,90000.0,1,32.84,725.0
1,68638.44,1,32.28,685.0
1,70000.0,1,29.88,695.0
1,159996.0,1,18.55,665.0
0,29120.0,1,11.87,690.0
0,55000.0,1,14.55,715.0
0,60000.0,1,18.2,680.0
1,65000.0,1,15.95,685.0
1,97000.0,1,21.44,685.0
1,100000.0,1,21.03,665.0
1,50000.0,1,23.02,710.0
0,42000.0,1,16.94,660.0
0,59600.0,1,14.56,695.0
0,60000.0,1,14.1,695.0
1,70000.0,1,20.57,680.0
1,50000.0,1,6.79,740.0
1,80000.0,1,11.03,690.0
1,59000.0,1,17.07,665.0
1,160300.0,1,20.78,805.0
1,240000.0,1,11.31,665.0
0,85000.0,0,19.14,675.0
1,100000.0,1,9.79,660.0
1,93000.0,1,6.02,675.0
1,45000.0,1,24.31,675.0
1,65000.0,1,14.42,660.0
1,60000.0,1,30.35,750.0
1,72000.0,1,38.18,690.0
1,230000.0,1,13.91,715.0
1,105000.0,1,12.17,675.0
0,45000.0,1,23.07,665.0
0,95000.0,1,30.73,665.0
1,102000.0,1,25.61,680.0
1,22000.0,1,35.52,705.0
1,43000.0,1,21.21,720.0
0,65000.0,0,20.88,710.0
0,80000.0,1,39.05,695.0
1,39000.0,1,28.83,725.0
0,35000.0,1,8.47,670.0
1,17000.0,1,14.89,695.0
1,74000.0,1,32.86,720.0
0,55000.0,1,23.21,695.0
0,41004.0,0,11.12,675.0
1,50000.0,1,9.6,690.0
1,58000.0,1,24.42,690.0
1,74500.0,1,23.61,710.0
1,70000.0,1,30.04,680.0
1,114000.0,0,25.17,690.0
1,65000.0,1,15.77,715.0
0,15000.0,1,20.16,675.0
0,70000.0,1,4.97,675.0
1,160000.0,1,8.93,680.0
1,52000.0,1,22.48,660.0
1,50000.0,1,28.85,740.0
0,40000.0,1,22.49,730.0
0,60000.0,1,26.58,755.0
0,55120.0,1,16.79,715.0
1,80000.0,1,27.44,695.0
0,214500.0,1,7.5,700.0
1,45000.0,1,12.97,680.0
1,76000.0,1,24.16,725.0
1,45000.0,1,27.41,690.0
0,56000.0,1,15.0,770.0
0,66100.0,0,26.92,665.0
0,120000.0,1,10.31,700.0
1,105000.0,1,13.83,715.0
1,160000.0,1,4.48,675.0
1,90250.0,1,12.27,680.0
0,42000.0,1,4.71,670.0
1,37000.0,1,35.78,730.0
0,73440.0,1,17.8,695.0
0,60000.0,1,10.36,675.0
0,27000.0,1,22.13,685.0
1,70000.0,1,5.28,725.0
1,75000.0,0,33.1,695.0
1,60000.0,1,9.68,725.0
1,61000.0,1,22.37,680.0
0,60000.0,1,25.78,660.0
1,70000.0,1,14.9,725.0
0,42200.0,0,24.23,685.0
0,35000.0,1,5.21,670.0
0,64000.0,1,18.47,735.0
0,64500.0,1,5.19,660.0
1,106000.0,1,29.05,690.0
1,100000.0,1,2.4,685.0
1,65000.0,1,25.3,700.0
1,75000.0,1,20.61,750.0
1,47840.0,1,12.12,685.0
0,47000.0,1,26.0,700.0
0,35000.0,1,15.09,665.0
0,24960.0,0,9.13,665.0
0,72000.0,0,18.37,670.0
1,110000.0,0,7.35,680.0
0,52500.0,1,7.7,675.0
1,130000.0,0,19.1,705.0
1,122820.0,1,17.62,660.0
0,33000.0,1,20.65,675.0
0,60000.0,1,15.33,695.0
1,30000.0,1,14.68,665.0
0,29376.0,0,7.85,665.0
1,35000.0,1,32.17,745.0
1,91000.0,1,14.51,670.0
1,155600.0,1,13.57,675.0
1,39000.0,0,23.37,670.0
1,92000.0,1,18.61,660.0
0,52000.0,1,2.28,715.0
1,42000.0,1,31.6,700.0
1,120000.0,0,15.19,740.0
1,72000.0,1,11.8,660.0
0,30000.0,1,29.52,660.0
1,57500.0,1,12.42,750.0
0,85000.0,1,4.69,680.0
0,28800.0,1,12.33,705.0
1,65000.0,1,25.93,740.0
0,76000.0,1,9.84,730.0
0,100000.0,1,18.13,720.0
1,110000.0,1,18.39,730.0
0,26000.0,1,36.24,665.0
1,113000.0,1,12.53,665.0
1,149000.0,1,6.73,750.0
1,50000.0,1,23.67,680.0
1,51000.0,1,18.49,660.0
1,57000.0,1,10.78,695.0
0,21514.0,1,15.51,700.0
0,42000.0,0,3.86,670.0
1,55000.0,1,32.4,685.0
1,96000.0,1,27.88,700.0
0,38000.0,1,15.26,665.0
1,48000.0,1,11.93,700.0
0,84500.0,1,30.65,670.0
1,200000.0,1,7.58,725.0
1,78376.0,1,29.03,715.0
0,50000.0,1,24.3,725.0
0,65000.0,1,20.11,670.0
1,91000.0,1,17.86,660.0
1,70000.0,1,26.85,710.0
0,75000.0,1,23.49,665.0
1,110000.0,1,12.25,815.0
0,75000.0,1,28.53,745.0
1,58000.0,1,21.5,750.0
1,105000.0,1,8.05,680.0
1,249000.0,1,4.58,695.0
1,69000.0,1,18.56,715.0
1,65000.0,1,17.69,715.0
1,55000.0,1,20.21,670.0
1,172000.0,1,1.23,680.0
0,24000.0,1,12.25,665.0
1,32500.0,0,4.87,680.0
1,72000.0,1,29.62,690.0
0,83000.0,1,12.2,710.0
1,62000.0,1,25.78,680.0
1,85000.0,1,31.82,670.0
0,55000.0,1,22.02,680.0
0,72000.0,1,21.15,670.0
0,56000.0,1,20.66,675.0
0,24000.0,1,19.0,710.0
0,55000.0,1,27.6,715.0
1,67600.0,1,9.73,690.0
1,54000.0,1,34.04,695.0
0,90000.0,1,13.81,690.0
1,56000.0,1,24.62,685.0
1,41000.0,0,11.68,720.0
1,52000.0,0,12.51,700.0
1,55000.0,0,29.87,665.0
0,24300.0,1,28.49,675.0
1,76000.0,1,16.02,740.0
1,95000.0,1,18.24,660.0
0,65000.0,1,32.34,700.0
1,100000.0,1,31.66,675.0
1,68000.0,1,10.27,675.0
1,128000.0,0,18.1,710.0
0,25000.0,0,26.64,690.0
0,11016.0,1,28.26,695.0
1,71000.0,1,32.84,745.0
1,90000.0,1,8.68,680.0
1,91000.0,0,17.22,685.0
1,65000.0,1,16.06,680.0
1,30000.0,1,27.4,675.0
1,60000.0,0,22.48,690.0
0,55000.0,1,15.65,660.0
1,90000.0,1,11.04,675.0
1,55596.0,1,12.76,725.0
1,65000.0,1,18.76,695.0
1,32000.0,1,21.6,685.0
1,115000.0,1,3.69,720.0
1,88000.0,1,17.33,660.0
1,90000.0,1,12.87,805.0
1,75000.0,1,11.28,665.0
1,98005.0,1,19.86,700.0
1,159000.0,1,16.54,710.0
0,85000.0,1,17.28,690.0
1,52000.0,1,15.42,665.0
0,85000.0,1,13.39,660.0
1,85000.0,0,19.98,690.0
0,77000.0,1,7.39,695.0
1,55000.0,1,18.87,710.0
1,60000.0,1,9.94,660.0
0,22000.0,1,23.88,660.0
0,90908.0,0,18.62,690.0
1,75000.0,1,6.74,670.0
1,50000.0,0,33.49,675.0
1,91990.0,1,6.26,690.0
1,50000.0,1,24.15,720.0
1,50000.0,1,19.64,670.0
1,35000.0,1,6.34,795.0
0,50000.0,1,9.19,685.0
1,68500.0,1,22.7,745.0
1,62000.0,1,15.01,675.0
1,104000.0,1,16.92,660.0
0,140000.0,1,25.89,730.0
1,76000.0,0,20.29,675.0
1,36000.0,1,15.87,665.0
0,35000.0,1,34.98,660.0
0,41000.0,1,29.8,690.0
1,35000.0,1,12.95,670.0
1,82000.0,1,10.9,705.0
0,56000.0,1,23.38,700.0
1,74000.0,0,29.27,670.0
1,72000.0,1,34.58,730.0
1,480000.0,1,8.97,725.0
1,31991.0,1,17.27,715.0
1,190000.0,1,16.69,775.0
1,80000.0,1,15.44,780.0
0,50000.0,1,13.82,710.0
1,155000.0,1,26.4,705.0
1,30000.0,1,18.6,685.0
1,48098.0,1,29.75,685.0
0,100000.0,1,10.1,685.0
1,55000.0,1,7.46,735.0
1,88000.0,1,23.58,705.0
0,68000.0,1,34.63,680.0
1,60000.0,1,2.56,675.0
0,150000.0,1,6.0,690.0
1,80000.0,1,8.91,735.0
0,36000.0,0,18.93,690.0
1,83000.0,1,12.54,695.0
0,60000.0,1,14.63,660.0
0,45000.0,1,22.75,675.0
1,30000.0,1,63.24,675.0
1,194000.0,1,7.58,660.0
0,100000.0,1,11.57,710.0
0,55000.0,1,17.43,755.0
0,65000.0,0,19.89,680.0
1,77000.0,1,10.85,750.0
1,96000.0,1,37.15,700.0
0,72000.0,1,17.18,685.0
1,50750.0,1,28.35,670.0
1,70000.0,1,24.1,685.0
1,32000.0,1,14.48,675.0
0,40000.0,0,19.44,660.0
1,225000.0,1,10.19,660.0
1,87000.0,1,8.32,690.0
1,50000.0,1,34.84,700.0
0,72000.0,1,18.93,675.0
0,87360.0,1,20.95,700.0
1,111000.0,1,17.66,820.0
1,30000.0,1,23.4,760.0
1,38000.0,0,26.75,660.0
0,40000.0,1,33.15,685.0
1,67000.0,1,8.97,675.0
0,68000.0,1,21.9,665.0
1,96000.0,1,20.04,700.0
0,27000.0,1,17.87,690.0
0,58000.0,1,18.27,695.0
1,75000.0,1,37.84,690.0
0,119000.0,1,15.35,705.0
0,300000.0,1,8.9,685.0
1,65000.0,1,28.06,740.0
1,180000.0,0,35.25,745.0
1,50000.0,1,12.04,660.0
0,70000.0,1,24.56,715.0
1,103000.0,1,22.61,670.0
1,36460.0,1,29.53,685.0
0,108000.0,0,34.81,675.0
1,55000.0,1,11.26,675.0
0,66000.0,1,11.79,660.0
0,36000.0,1,18.87,670.0
0,45000.0,1,25.92,670.0
1,59400.0,1,28.86,685.0
0,46000.0,1,20.09,705.0
0,50000.0,1,34.52,660.0
1,78000.0,1,20.6,675.0
1,50000.0,1,17.41,780.0
1,53000.0,1,26.13,735.0
1,49000.0,1,10.6,665.0
1,46000.0,1,15.55,695.0
0,95000.0,1,29.21,675.0
0,21000.0,1,29.31,680.0
1,125000.0,1,7.75,660.0
0,75000.0,1,24.99,735.0
0,32000.0,1,23.18,690.0
1,54000.0,1,14.36,690.0
1,54000.0,0,19.0,660.0
1,43304.0,1,37.67,695.0
1,130000.0,1,17.85,660.0
1,115004.0,1,4.05,695.0
0,34000.0,1,12.07,665.0
1,48000.0,0,21.38,740.0
1,119250.0,1,15.13,770.0
1,65000.0,1,9.49,765.0
0,50000.0,1,33.89,665.0
0,34000.0,1,21.78,670.0
1,40000.0,1,11.55,750.0
1,40000.0,1,12.6,660.0
1,96000.0,1,6.43,670.0
0,30000.0,1,8.68,665.0
1,98500.0,1,20.0,690.0
1,85000.0,0,29.07,665.0
0,65000.0,1,35.89,660.0
1,84000.0,1,6.24,680.0
0,438000.0,1,1.66,720.0
1,83000.0,1,12.54,740.0
0,38500.0,1,20.26,695.0
1,75000.0,1,23.47,660.0
1,70500.0,1,28.12,740.0
0,60000.0,1,23.58,695.0
1,75000.0,1,11.02,695.0
1,106000.0,1,16.93,695.0
1,100000.0,1,6.12,770.0
1,29000.0,1,11.26,675.0
0,28000.0,1,0.43,750.0
1,32000.0,1,26.18,670.0
0,31241.0,1,5.92,670.0
0,67000.0,1,26.78,695.0
1,45000.0,0,28.03,685.0
1,98000.0,1,10.41,705.0
0,48000.0,1,8.29,715.0
1,85000.0,1,14.85,750.0
1,40000.0,1,5.67,665.0
1,120000.0,1,16.94,735.0
1,51000.0,0,26.99,740.0
1,187200.0,1,13.39,725.0
1,58700.0,1,23.53,760.0
0,31200.0,0,20.38,695.0
1,116000.0,0,20.87,675.0
1,60000.0,0,26.94,665.0
1,10000.0,1,23.53,660.0
1,62000.0,1,21.95,750.0
0,25000.0,1,16.61,665.0
0,40000.0,1,17.67,675.0
1,55000.0,0,12.9,670.0
0,87000.0,1,32.35,710.0
0,70000.0,1,24.22,760.0
1,225000.0,1,32.63,680.0
0,120000.0,1,3.19,665.0
1,100000.16,1,25.38,685.0
1,64000.0,1,21.71,695.0
1,65000.0,1,24.35,660.0
1,82000.0,1,14.97,715.0
1,80000.0,1,12.39,710.0
1,30000.0,0,19.88,675.0
1,113000.0,1,9.95,700.0
1,102000.0,1,9.04,705.0
1,34000.0,1,33.71,690.0
0,32640.0,0,16.69,660.0
1,32000.0,1,36.68,670.0
1,65000.0,1,15.23,660.0
0,40000.0,0,19.2,665.0
1,70000.0,1,4.44,685.0
1,20000.0,1,22.69,740.0
1,52000.0,1,2.38,670.0
1,30000.0,1,14.04,690.0
1,40000.0,1,18.69,665.0
1,35000.0,1,30.14,660.0
1,54000.0,1,11.49,675.0
0,0.0,1,20.6,665.0
1,120000.0,1,6.82,765.0
0,25000.0,1,25.49,705.0
0,35000.0,0,14.06,675.0
0,140000.0,1,11.89,675.0
0,46000.0,1,4.96,675.0
1,78000.0,1,11.49,720.0
1,40000.0,1,23.28,730.0
1,69200.0,0,19.18,675.0
0,90000.0,1,11.04,680.0
1,24000.0,1,11.0,670.0
1,280000.0,1,16.39,710.0
0,90000.0,1,13.51,685.0
1,70000.0,1,23.59,690.0
1,150000.0,1,27.65,665.0
1,180000.0,1,6.04,690.0
1,35000.0,1,17.9,700.0
0,46560.0,0,10.85,700.0
1,74000.0,1,15.93,665.0
1,85000.0,1,6.17,720.0
1,49800.0,1,21.81,690.0
0,90000.0,1,10.91,660.0
1,49000.0,1,23.44,670.0
0,60000.0,0,29.94,710.0
1,54000.0,1,17.59,680.0
1,55000.0,1,18.09,740.0
1,60000.0,1,3.36,670.0
0,45000.0,1,10.85,685.0
0,84000.0,1,10.61,675.0
1,109000.0,0,4.83,690.0
0,70000.0,1,10.83,700.0
1,96000.0,1,19.2,805.0
