home_ownership,annual_inc,loan_status,dti,fico_range_low
1,70000.0,0,29.3,670.0
1,135000.0,1,14.58,705.0
0,49000.0,1,36.77,680.0
1,64567.0,1,18.88,665.0
0,70000.0,1,21.27,725.0
1,32000.0,1,21.04,735.0
0,55000.0,1,12.38,705.0
1,58177.6,1,14.07,670.0
1,73000.0,1,16.19,765.0
0,63000.0,1,27.09,705.0
1,180000.0,1,4.86,675.0
0,26000.0,1,19.34,665.0
0,25000.0,1,15.22,745.0
1,125000.0,1,11.69,735.0
0,30000.0,1,9.76,730.0
1,78000.0,1,10.35,660.0
1,60000.0,1,17.56,715.0
1,94000.0,1,4.66,700.0
1,90000.0,0,23.08,720.0
1,120000.0,1,10.17,690.0
0,110000.0,1,7.47,720.0
0,68640.0,0,16.94,705.0
1,65150.0,1,12.08,665.0
1,80000.0,1,8.07,665.0
0,43000.0,1,28.8,685.0
1,54000.0,0,3.69,660.0
1,107000.0,1,23.2,690.0
1,40414.0,1,29.61,690.0
0,75000.0,1,15.62,685.0
0,53000.0,1,23.78,670.0
1,55000.0,0,32.75,680.0
1,105000.0,1,16.63,725.0
1,52075.0,1,17.03,665.0
1,50000.0,0,21.0,680.0
0,70000.0,1,26.3,745.0
1,240000.0,1,5.65,670.0
0,60000.0,1,10.78,705.0
1,56000.0,1,22.95,685.0
0,108000.0,1,20.71,705.0
0,70000.0,1,9.7,670.0
0,40000.0,0,26.64,700.0
1,31200.0,1,31.96,685.0
0,35000.0,1,11.49,660.0
1,72000.0,1,29.0,690.0
1,55000.0,1,17.24,660.0
1,67000.0,0,13.8,670.0
0,30000.0,1,25.2,660.0
1,330000.0,1,10.36,765.0
0,30000.0,1,25.28,685.0
0,90000.0,1,20.37,790.0
1,102000.0,1,18.76,665.0
1,73000.0,1,14.06,715.0
1,52000.0,1,38.91,680.0
0,70000.0,1,15.64,675.0
1,50000.0,0,5.16,745.0
0,70000.0,1,30.34,710.0
0,85000.0,1,14.78,720.0
0,34000.0,1,24.74,705.0
1,72000.0,1,20.67,695.0
0,97000.0,1,6.64,735.0
1,66800.0,1,16.48,745.0
0,40320.0,1,21.96,690.0
0,103500.0,1,15.15,660.0
1,58000.0,0,34.22,705.0
1,107000.0,1,13.86,705.0
0,46000.0,1,11.66,660.0
0,65000.0,0,15.21,665.0
1,90000.0,1,18.91,680.0
0,108000.0,1,9.79,670.0
1,86000.0,1,16.06,670.0
1,45000.0,1,12.72,735.0
0,98000.0,1,7.33,665.0
0,103832.0,1,17.19,675.0
1,160000.0,1,10.57,785.0
1,75000.0,1,26.58,690.0
0,150000.0,1,27.19,715.0
1,45000.0,1,11.15,675.0
1,76564.8,1,18.13,695.0
0,58000.0,1,18.89,670.0
0,32000.0,1,31.28,740.0
1,60000.0,1,27.17,690.0
0,36000.0,1,22.13,675.0
1,70000.0,1,21.09,670.0
1,73000.0,1,22.28,690.0
1,40000.0,0,16.68,665.0
1,114900.0,1,21.03,675.0
0,100000.0,1,11.45,695.0
1,137000.0,1,4.2,675.0
1,83500.0,1,34.74,685.0
1,70000.0,1,20.02,690.0
1,66000.0,1,29.73,715.0
1,77000.0,1,19.86,660.0
0,23444.0,1,13.62,765.0
0,55000.0,1,23.57,670.0
0,39500.0,1,18.27,665.0
1,122000.0,1,14.63,680.0
1,75000.0,1,28.67,710.0
1,25000.0,1,6.77,670.0
0,24000.0,1,19.95,660.0
1,189674.0,1,8.6,770.0
0,40000.0,1,2.85,700.0
0,120000.0,1,9.83,715.0
1,150000.0,1,10.54,665.0
1,42000.0,0,29.4,685.0
1,103000.0,1,18.63,750.0
0,40000.0,1,19.11,660.0
1,44000.0,1,21.87,695.0
0,80000.0,1,20.07,705.0
1,50000.0,0,22.03,720.0
1,100000.0,1,28.02,665.0
1,125000.0,1,21.38,705.0
0,52000.0,1,28.06,800.0
1,210000.0,1,4.91,710.0
1,51000.0,1,9.01,765.0
0,44000.0,1,33.39,680.0
0,44136.0,0,27.62,735.0
1,57840.0,1,17.14,680.0
0,50000.0,1,26.77,705.0
1,25800.0,1,25.3,710.0
1,47000.0,1,24.0,720.0
1,48000.0,1,13.58,675.0
0,33000.0,1,35.02,660.0
1,110000.0,1,8.89,685.0
0,54000.0,1,18.31,695.0
1,70000.0,1,34.73,710.0
1,56000.0,1,4.97,680.0
0,48100.0,1,7.69,740.0
1,90600.0,0,37.21,690.0
0,23000.0,1,23.96,675.0
0,64000.0,1,36.02,720.0
1,48000.0,1,18.63,685.0
1,225000.0,1,12.2,710.0
0,77000.0,1,12.06,685.0
0,150000.0,1,2.77,660.0
0,20000.0,1,52.82,700.0
1,75000.0,1,11.62,660.0
1,105000.0,1,1.29,665.0
1,100000.0,1,23.56,695.0
0,74073.0,1,22.25,695.0
1,225000.0,1,11.38,695.0
1,62000.0,1,14.67,710.0
1,55000.0,0,19.53,660.0
1,83000.0,1,29.67,735.0
1,120000.0,1,0.8,740.0
1,60000.0,0,13.94,690.0
1,40000.0,1,17.36,665.0
1,125000.0,1,22.32,695.0
0,35000.0,1,26.78,750.0
0,120000.0,1,18.95,680.0
0,72000.0,1,16.4,710.0
1,47720.0,0,28.8,665.0
0,75000.0,1,12.62,770.0
0,55000.0,1,8.31,685.0
1,285000.0,1,12.67,745.0
1,40000.0,1,10.89,680.0
0,40000.0,0,27.63,700.0
1,175000.0,1,22.97,710.0
0,28250.0,1,28.59,690.0
1,55000.0,1,22.13,665.0
0,82676.0,1,12.46,775.0
1,57200.0,1,24.82,730.0
1,128973.0,0,20.0,730.0
0,100000.0,1,8.42,660.0
1,33500.0,1,5.84,760.0
1,112500.0,1,12.1,715.0
0,75000.0,0,21.18,675.0
0,42000.0,1,22.83,685.0
1,35000.0,1,17.56,675.0
0,33000.0,1,32.65,670.0
0,60000.0,1,25.2,680.0
0,24000.0,1,17.4,690.0
1,60000.0,0,1.86,685.0
0,52000.0,1,11.84,795.0
1,1500.0,1,999.0,725.0
1,66000.0,1,9.51,680.0
1,70000.0,1,11.67,680.0
0,61000.0,1,12.75,665.0
1,42000.0,1,19.03,665.0
1,300000.0,0,14.43,665.0
0,80000.0,1,14.4,670.0
1,78000.0,1,10.37,710.0
1,61200.0,1,20.18,725.0
1,35000.0,1,16.05,700.0
1,68000.0,1,9.37,695.0
1,80000.0,1,24.03,715.0
0,52000.0,1,27.35,670.0
1,50000.0,0,27.22,665.0
1,50000.0,0,22.2,660.0
1,91000.0,1,12.98,715.0
0,70000.0,1,14.32,715.0
0,36000.0,1,27.03,770.0
1,98000.0,1,29.34,700.0
1,95000.0,1,16.36,740.0
0,66000.0,1,3.44,675.0
1,40000.0,1,32.55,735.0
1,65000.0,1,16.1,660.0
1,54000.0,1,33.92,740.0
0,38000.0,0,29.82,675.0
0,35000.0,1,25.1,720.0
0,185000.0,1,4.63,715.0
0,51000.0,1,12.5,695.0
1,210000.0,1,11.63,670.0
1,52500.0,1,22.83,775.0
1,44200.0,1,19.1,715.0
0,83000.0,1,21.36,715.0
1,70000.0,0,30.86,670.0
1,45500.0,1,19.76,670.0
0,43000.0,1,8.15,685.0
1,65000.0,1,19.87,690.0
1,100000.0,1,25.33,685.0
1,150000.0,1,10.73,660.0
0,25000.0,1,16.23,670.0
0,61314.22,1,7.18,680.0
1,62000.0,1,16.74,685.0
1,650000.0,1,3.47,765.0
1,46084.0,0,27.37,680.0
0,60000.0,1,13.68,685.0
0,74000.0,1,19.7,665.0
0,30000.0,1,19.36,695.0
1,56650.0,0,17.93,715.0
1,160000.0,1,10.47,710.0
0,40788.0,1,6.24,695.0
1,250000.0,1,13.31,710.0
1,44000.0,1,7.99,665.0
0,55000.0,1,23.59,660.0
0,22000.0,1,28.81,680.0
0,75000.0,1,24.77,670.0
1,97000.0,1,10.75,685.0
1,125000.0,1,17.24,670.0
1,97000.0,0,27.37,710.0
1,190000.0,1,20.56,665.0
1,35000.0,1,28.12,735.0
1,46166.0,1,32.36,710.0
0,82000.0,1,11.02,710.0
1,42000.0,1,11.37,695.0
0,45000.0,1,20.88,755.0
0,45000.0,1,21.06,665.0
1,175000.0,1,13.64,710.0
0,79000.0,1,23.61,680.0
0,37000.0,1,39.97,680.0
0,113000.0,1,10.09,690.0
1,84000.0,1,26.45,685.0
0,34750.0,1,12.47,665.0
1,73000.0,1,16.96,715.0
1,46000.0,1,11.35,680.0
1,44000.0,1,14.95,735.0
1,94000.0,1,23.91,725.0
0,35000.0,0,3.57,705.0
1,60000.0,1,29.04,695.0
1,125313.0,1,25.23,715.0
1,35000.0,1,13.41,685.0
0,73000.0,1,4.96,690.0
0,85000.0,1,9.94,765.0
1,23000.0,1,30.06,765.0
0,23000.0,1,33.51,670.0
1,78000.0,1,7.75,695.0
1,75000.0,1,9.0,690.0
0,42504.0,1,18.15,720.0
1,26532.0,1,16.87,695.0
1,84000.0,1,27.16,710.0
1,48000.0,1,20.37,685.0
1,22000.0,1,31.64,675.0
1,110000.0,1,10.07,670.0
1,27000.0,0,2.22,675.0
1,120000.0,1,22.42,695.0
1,130000.0,0,31.75,705.0
0,96000.0,1,27.3,695.0
1,42500.0,1,34.14,675.0
1,35000.0,1,15.67,670.0
0,55000.0,1,12.52,690.0
0,72500.0,1,24.94,705.0
1,92000.0,1,15.25,685.0
1,80000.0,1,22.98,660.0
0,60000.0,0,30.16,670.0
0,26000.0,1,14.96,700.0
1,46000.0,1,28.23,675.0
1,85000.0,1,20.97,675.0
1,60000.0,1,28.62,680.0
0,41000.0,0,18.18,695.0
1,42000.0,1,10.09,705.0
0,148000.0,1,8.44,695.0
1,350000.0,1,0.7,780.0
1,80000.0,1,10.94,775.0
1,100000.0,1,7.65,765.0
1,80000.0,1,13.29,740.0
0,40000.0,1,8.43,745.0
1,115000.0,1,23.58,705.0
1,26000.0,1,32.66,675.0
0,52000.0,0,30.19,710.0
1,102000.0,1,7.09,670.0
0,55000.0,1,18.61,660.0
1,87000.0,1,9.85,735.0
1,12000.0,1,11.1,665.0
0,105000.0,1,26.18,685.0
1,33600.0,1,20.79,680.0
1,105000.0,0,20.38,695.0
0,35000.0,1,24.0,725.0
1,120000.0,1,18.86,660.0
1,115000.0,1,22.99,715.0
1,30000.0,1,7.56,665.0
1,39600.0,1,18.43,685.0
0,51000.0,1,13.91,680.0
1,65000.0,1,15.38,665.0
1,71500.0,1,16.55,725.0
0,90000.0,0,10.76,695.0
1,50000.0,1,17.76,695.0
1,50000.0,1,6.99,675.0
0,48000.0,1,19.73,660.0
0,62000.0,1,25.61,695.0
0,83200.0,1,20.51,660.0
0,60924.0,0,24.27,685.0
1,46332.0,1,25.85,675.0
1,67000.0,1,26.97,700.0
0,95000.0,0,19.99,675.0
0,65000.0,1,13.82,665.0
1,105000.0,1,17.74,740.0
1,82900.0,1,18.83,790.0
0,62000.0,1,5.9,660.0
0,58000.0,1,31.22,660.0
1,84000.0,0,17.13,675.0
1,87500.0,1,17.56,685.0
1,33000.0,0,26.84,695.0
1,140000.0,1,11.46,660.0
1,102000.0,1,17.86,695.0
1,56000.0,1,14.56,795.0
1,60000.0,1,22.0,730.0
1,66000.0,1,15.11,690.0
0,180000.0,1,9.97,715.0
0,46000.0,1,12.29,670.0
0,34000.0,1,6.67,660.0
1,65000.0,1,21.97,695.0
1,69284.8,1,32.83,705.0
1,82000.0,1,17.11,715.0
1,61250.0,1,26.29,695.0
0,57300.0,1,26.89,685.0
0,48000.0,1,26.08,695.0
1,38170.0,1,17.99,695.0
0,50000.0,1,4.73,680.0
0,34000.0,1,35.33,710.0
1,63500.0,1,32.58,660.0
1,70000.0,1,32.45,735.0
1,47000.0,1,16.93,695.0
1,75000.0,1,16.23,720.0
0,70000.0,1,16.54,685.0
1,110200.0,1,21.49,690.0
1,108000.0,1,9.29,660.0
1,88000.0,1,22.35,715.0
1,85000.0,1,15.42,700.0
0,30000.0,0,33.64,695.0
1,53592.0,1,29.22,665.0
0,86000.0,1,13.15,660.0
1,36000.0,1,3.9,750.0
0,34614.0,1,47.02,665.0
1,66000.0,1,19.82,710.0
1,76674.0,1,39.13,720.0
1,164850.0,1,22.23,660.0
1,90000.0,1,25.73,695.0
0,62000.0,1,29.06,670.0
1,31600.0,1,27.0,675.0
1,69800.0,1,10.49,685.0
0,36000.0,1,6.77,670.0
1,350000.0,1,19.5,715.0
1,14400.0,1,27.99,690.0
1,65000.0,1,17.74,735.0
1,49000.0,1,4.48,675.0
0,60000.0,1,23.99,665.0
1,95000.0,1,13.17,725.0
1,75000.0,1,19.12,685.0
1,35000.0,1,10.39,720.0
0,45000.0,1,28.99,680.0
1,250000.0,1,8.11,670.0
1,36000.0,1,11.53,675.0
1,62000.0,1,19.73,700.0
0,35000.0,1,27.06,685.0
0,30000.0,0,16.92,750.0
1,110000.0,1,32.81,685.0
1,85000.0,1,18.88,685.0
0,70000.0,1,16.72,755.0
1,92700.0,1,24.76,780.0
1,65000.0,1,20.02,680.0
0,110000.0,1,8.3,740.0
0,48500.0,1,28.09,675.0
1,75000.0,1,17.84,730.0
0,54000.0,1,15.53,720.0
1,85000.0,1,25.7,700.0
1,100000.0,1,15.83,680.0
0,42000.0,1,8.63,675.0
1,108000.0,1,10.24,740.0
1,73000.0,0,20.66,735.0
1,200000.0,1,16.03,705.0
1,75000.0,1,12.53,730.0
1,58000.0,1,18.83,675.0
1,89000.0,1,24.86,685.0
0,35000.0,1,33.23,665.0
1,78000.0,1,14.11,660.0
1,48000.0,1,28.28,705.0
0,150000.0,1,15.88,750.0
1,35000.0,1,26.37,735.0
0,76000.0,1,0.24,675.0
1,43348.0,1,33.0,700.0
1,72000.0,1,19.18,705.0
1,117027.0,1,16.99,710.0
0,85000.0,1,24.51,680.0
1,124152.8,1,9.02,715.0
0,91000.0,1,23.06,705.0
0,290000.0,1,10.11,685.0
1,54282.0,1,14.97,740.0
1,75000.0,0,29.76,670.0
1,147824.0,0,30.06,670.0
0,48000.0,0,24.3,675.0
0,18000.0,0,29.2,675.0
0,59000.0,1,37.96,705.0
1,41340.0,1,27.31,700.0
1,35100.0,1,23.35,690.0
0,35000.0,1,18.07,660.0
1,64000.0,1,13.82,695.0
0,37980.0,1,22.81,675.0
0,35000.0,1,36.87,720.0
0,55000.0,1,29.61,670.0
1,60000.0,1,15.72,665.0
1,88000.0,1,18.86,790.0
0,30000.0,1,17.36,675.0
1,34800.0,0,13.86,660.0
1,150000.0,1,23.8,720.0
1,58600.0,1,14.82,675.0
1,85000.0,1,19.67,665.0
0,100000.0,0,12.72,690.0
1,106586.0,1,25.63,685.0
0,55900.0,1,18.31,715.0
1,59000.0,1,24.1,665.0
1,200000.0,1,11.11,830.0
0,35000.0,1,25.07,660.0
0,41000.0,1,29.19,690.0
1,50000.0,0,23.52,695.0
1,175000.0,1,6.8,705.0
1,56000.0,1,36.61,670.0
1,146764.0,1,15.91,670.0
0,50000.0,1,26.36,670.0
0,95000.0,1,25.04,675.0
0,38000.0,1,34.93,665.0
0,43000.0,1,36.06,685.0
1,126000.0,1,22.64,710.0
1,40000.0,1,19.68,660.0
1,70000.0,1,10.75,735.0
0,102000.0,0,12.99,730.0
1,180000.0,1,6.18,685.0
1,50000.0,1,21.2,760.0
1,60000.0,1,17.28,790.0
0,60000.0,1,19.36,700.0
1,90250.0,1,3.51,665.0
0,12000.0,1,14.6,665.0
1,140000.0,1,24.62,700.0
1,65000.0,0,16.64,695.0
1,94000.0,1,7.09,755.0
0,60996.0,1,10.21,695.0
0,27000.0,1,17.96,670.0
1,85600.0,1,5.85,685.0
0,60000.0,1,10.36,675.0
0,55000.0,1,21.38,695.0
1,98976.0,1,15.18,685.0
1,45000.0,0,11.36,665.0
1,46000.0,1,17.48,680.0
1,40400.0,1,8.23,755.0
0,120000.0,1,10.09,660.0
1,75000.0,1,22.85,700.0
1,71000.0,1,14.44,660.0
0,75000.0,1,15.93,675.0
1,23400.0,1,25.13,720.0
0,78000.0,1,26.63,685.0
0,30000.0,1,7.68,675.0
0,23826.0,0,26.89,640.0
0,46000.0,0,24.97,665.0
0,72000.0,1,32.55,665.0
0,120000.0,1,4.43,755.0
1,68500.0,1,27.73,660.0
1,51000.0,1,20.52,690.0
1,109000.0,1,17.38,660.0
1,92000.0,1,14.36,690.0
1,103000.0,1,13.69,695.0
1,62000.0,1,24.12,740.0
0,43000.0,1,13.7,805.0
1,68000.0,1,8.19,770.0
0,39500.0,1,6.05,670.0
1,64000.0,1,3.86,685.0
0,38000.0,1,25.29,690.0
0,117000.0,1,21.18,695.0
1,74000.0,1,19.16,670.0
1,56000.0,1,25.35,665.0
1,70000.0,1,20.32,725.0
1,60000.0,1,25.98,710.0
1,60000.0,1,6.76,795.0
1,75000.0,1,18.43,710.0
0,47160.0,1,26.17,665.0
0,48000.0,1,29.55,670.0
0,35000.0,1,38.48,715.0
1,65000.0,1,10.73,680.0
1,55000.0,1,18.87,720.0
0,82000.0,1,12.31,670.0
0,25000.0,0,24.58,665.0
1,188000.0,1,8.93,790.0
0,26400.0,0,17.34,665.0
1,28000.0,1,20.9,685.0
1,95000.0,0,19.82,695.0
0,85000.0,1,12.48,705.0
0,27000.0,1,33.33,670.0
0,50000.0,1,28.32,695.0
0,60000.0,0,25.52,685.0
0,19500.0,1,13.23,690.0
0,90000.0,1,11.4,700.0
0,50000.0,0,29.31,665.0
1,75000.0,0,21.04,665.0
1,40000.0,1,13.95,695.0
1,62000.0,1,24.02,705.0
0,62000.0,1,11.28,680.0
1,150000.0,1,25.42,715.0
1,36000.0,1,2.5,790.0
0,36000.0,1,24.27,710.0
1,37000.0,1,31.17,730.0
1,160000.0,1,7.37,695.0
1,62000.0,1,26.46,685.0
0,40000.0,1,13.89,675.0
1,70000.0,1,24.57,660.0
1,65000.0,1,20.73,755.0
0,79000.0,1,13.61,675.0
0,41400.0,1,32.06,675.0
1,93000.0,1,21.64,700.0
1,43350.0,1,26.19,705.0
1,50000.0,1,25.71,715.0
0,38000.0,1,13.08,675.0
1,52000.0,1,27.69,730.0
0,48000.0,1,19.03,695.0
1,91000.0,1,26.08,690.0
1,60000.0,1,7.08,665.0
1,35000.0,1,12.45,680.0
0,101350.0,1,16.52,675.0
0,43000.0,1,38.82,700.0
0,27000.0,1,20.39,660.0
0,35340.0,1,24.86,660.0
1,42000.0,1,14.94,690.0
0,65000.0,1,6.04,660.0
1,30300.0,1,17.23,725.0
1,65000.0,1,15.12,670.0
0,78000.0,1,7.06,670.0
1,65000.0,1,28.27,680.0
1,300000.0,1,15.51,690.0
0,62000.0,1,24.25,660.0
1,95000.0,0,27.27,670.0
1,65000.0,1,27.12,680.0
0,32780.8,1,21.93,705.0
1,46000.0,1,9.37,665.0
1,74000.0,1,24.71,680.0
1,93600.0,1,16.22,685.0
1,57000.0,1,16.53,740.0
0,45000.0,1,23.44,700.0
1,85000.0,1,29.66,660.0
1,33000.0,1,10.62,675.0
1,57000.0,1,11.41,680.0
1,62000.0,0,25.99,675.0
0,125000.0,1,17.43,720.0
1,60000.0,1,29.02,660.0
1,98000.0,1,36.93,675.0
1,74000.0,1,16.33,675.0
1,100000.0,1,19.24,685.0
1,100000.0,1,27.83,705.0
0,48000.0,1,19.08,665.0
1,71000.0,1,17.37,685.0
0,140000.0,1,9.72,760.0
0,42000.0,1,23.49,665.0
1,120000.0,1,5.96,690.0
1,86686.0,1,31.82,705.0
1,125000.0,1,23.34,705.0
0,50000.0,1,7.08,715.0
0,35000.0,1,11.25,680.0
1,70000.0,1,20.16,670.0
1,68000.0,1,40.61,745.0
1,310000.0,0,12.94,660.0
1,104000.0,1,10.34,775.0
1,86000.0,1,24.44,670.0
1,140000.0,1,12.33,705.0
0,63000.0,0,10.17,685.0
0,48000.0,1,20.78,660.0
0,25000.0,1,14.98,660.0
1,72800.0,1,9.28,715.0
0,20000.0,1,8.4,650.0
1,42000.0,1,28.4,675.0
1,30000.0,1,4.56,725.0
0,22000.0,0,12.06,780.0
1,70000.0,1,21.58,735.0
1,76000.0,1,9.21,790.0
1,191200.0,0,28.37,690.0
1,50000.0,1,31.73,715.0
0,39000.0,1,8.86,675.0
1,100000.0,1,6.82,705.0
1,72000.0,0,9.93,670.0
1,121000.0,1,0.25,775.0
1,68000.0,1,23.46,710.0
1,70000.0,0,16.16,680.0
1,60000.0,1,23.82,710.0
1,78561.0,1,8.83,710.0
1,68000.0,0,26.54,670.0
0,120000.0,1,9.88,700.0
1,65000.0,1,30.89,670.0
0,100000.0,1,9.89,720.0
1,95000.0,1,19.26,770.0
0,45000.0,1,7.73,725.0
0,68877.0,1,18.91,680.0
0,40000.0,1,34.74,700.0
0,95000.0,1,11.13,675.0
0,48500.0,1,27.19,665.0
1,80000.0,1,16.41,750.0
1,52000.0,1,4.2,665.0
0,35000.0,1,14.99,710.0
1,152000.0,1,25.78,710.0
1,75000.0,1,20.26,660.0
0,40000.0,1,30.12,675.0
1,65000.0,1,20.27,690.0
1,35000.0,0,21.23,745.0
0,48000.0,1,31.73,665.0
1,250000.0,0,15.25,715.0
1,80000.0,1,14.65,720.0
1,140000.0,1,13.78,665.0
0,70000.0,1,0.62,680.0
1,70000.0,1,24.62,675.0
1,49504.0,1,13.84,670.0
1,37500.0,1,28.01,780.0
0,58000.0,1,9.37,680.0
1,54000.0,0,23.73,660.0
0,45000.0,1,31.49,670.0
1,50000.0,1,9.22,680.0
1,23000.0,1,11.48,665.0
0,35000.0,1,30.25,700.0
1,50000.0,1,33.94,695.0
1,58000.0,1,16.18,760.0
1,128800.0,1,12.62,685.0
1,84000.0,1,16.54,690.0
1,75000.0,1,15.97,675.0
1,229000.0,1,22.23,670.0
1,86250.0,1,9.53,730.0
0,22822.92,0,21.73,710.0
1,41000.0,1,19.26,665.0
0,63000.0,1,14.06,715.0
1,67000.0,0,19.51,670.0
1,38000.0,1,12.32,660.0
0,150000.0,0,4.34,705.0
1,49214.0,0,32.75,670.0
1,53000.0,1,22.64,700.0
0,71000.0,0,21.33,670.0
1,24000.0,1,21.65,680.0
1,45000.0,1,17.44,665.0
1,82000.0,1,16.82,695.0
0,15600.0,0,126.38,680.0
1,92000.0,1,19.18,730.0
1,110000.0,1,14.24,675.0
1,156000.0,1,18.55,685.0
0,100000.0,1,21.41,730.0
0,103000.0,1,25.17,660.0
1,218000.0,1,19.27,680.0
1,400000.0,1,14.0,705.0
1,82600.0,1,15.85,700.0
0,150000.0,1,7.94,665.0
0,58212.0,1,11.54,665.0
1,120000.0,0,19.81,665.0
0,165000.0,1,14.3,670.0
0,45000.0,1,6.21,675.0
0,71094.0,1,11.09,680.0
1,52000.0,1,23.69,700.0
1,40000.0,1,29.31,680.0
1,73000.0,1,9.04,670.0
1,120000.0,1,24.12,695.0
1,53000.0,1,17.62,660.0
0,33000.0,1,9.38,685.0
0,32000.0,1,18.49,685.0
0,60000.0,1,27.6,700.0
1,40000.0,1,17.7,665.0
0,45000.0,0,34.0,725.0
1,90000.0,1,12.77,680.0
1,48000.0,1,5.35,695.0
1,42000.0,1,13.23,715.0
1,20848.0,0,34.16,665.0
1,85000.0,1,6.08,755.0
1,60000.0,1,19.78,690.0
1,80000.0,1,31.95,675.0
1,56500.0,1,12.7,680.0
1,90000.0,1,13.75,680.0
0,85000.0,0,21.83,680.0
0,125000.0,1,4.52,735.0
0,195000.0,1,6.46,720.0
1,100000.0,1,13.94,660.0
1,65000.0,1,16.48,675.0
1,68000.0,0,26.09,665.0
1,96000.0,1,15.21,680.0
1,48000.0,1,14.15,675.0
1,64000.0,1,28.48,770.0
0,40000.0,1,16.74,675.0
1,56000.0,1,20.42,675.0
1,68500.0,0,24.32,685.0
1,75000.0,1,14.98,695.0
1,70000.0,1,29.04,665.0
0,59535.0,1,16.04,675.0
1,33600.0,1,34.21,700.0
1,80000.0,1,20.67,675.0
1,85000.0,0,1.76,790.0
0,41000.0,1,17.1,670.0
0,25000.0,1,96.59,660.0
1,80000.0,1,24.15,745.0
1,130400.0,1,6.15,665.0
1,66300.0,1,23.84,720.0
0,60000.0,1,27.98,695.0
1,148000.0,1,3.14,700.0
0,85000.0,1,28.91,720.0
1,200000.0,1,5.18,765.0
0,76000.0,1,18.42,745.0
1,55000.0,1,17.28,740.0
0,69996.0,1,6.26,680.0
0,75000.0,1,17.96,705.0
1,110000.0,0,18.69,675.0
1,61000.0,1,24.3,710.0
0,95000.0,1,20.54,685.0
0,80000.0,0,13.62,680.0
0,85000.0,1,16.28,715.0
1,85000.0,1,30.64,700.0
1,125000.0,1,19.12,695.0
1,107000.0,1,30.25,710.0
1,94992.0,1,9.74,720.0
1,44304.0,0,18.47,690.0
0,30000.0,0,16.8,760.0
1,60000.0,1,18.46,695.0
1,90939.0,1,11.24,680.0
0,60000.0,1,6.98,660.0
0,55000.0,1,22.0,665.0
0,30000.0,1,9.96,660.0
1,90000.0,0,15.51,695.0
0,67600.0,1,13.19,660.0
1,75000.0,1,17.25,670.0
1,68598.0,1,31.53,665.0
1,65000.0,1,23.69,680.0
0,42000.0,1,16.99,675.0
0,31800.0,1,21.28,670.0
1,80000.0,1,14.68,790.0
0,38000.0,1,24.89,660.0
1,56000.0,1,16.35,790.0
0,60000.0,1,14.5,710.0
0,42000.0,1,19.03,660.0
1,125000.0,1,32.63,685.0
1,110000.0,1,2.03,670.0
0,24000.0,1,11.0,680.0
1,130000.0,1,21.96,800.0
1,40000.0,1,22.38,680.0
0,65000.0,1,6.28,665.0
1,60000.0,1,16.18,695.0
